Planning Application No,Proposal,Property Address,Decision,Date decision issued
21/00573/C,Additional use of existing restaurant as a public house,5 Prospect Hill Douglas Isle Of Man IM1 1ES,WDN,28-Jun-21
21/00574/B,Removal of existing chimney and installation of replacement roof tiles,Ballalough 8 Ballagarey Road Glen Vine Isle Of Man IM4 4EA,PER,22-Jul-21
21/00575/B,Erection of single and two storey extensions and linked garage accommodation together with associated landscape,Balladoole House Balladoole Castletown Isle Of Man IM9 4PE ,PER,26-Aug-21
21/00576/B,Erection of a replacement dwelling with integral garage,Waverley Quarry Road Laxey Isle Of Man IM4 7DU,PER,25-Nov-21
21/00577/B,Alterations and replacement of existing shop front windows and door with UPVC windows and door,Tower Buildings Strand Road Port Erin Isle Of Man IM9 6HE,PER,23-Jul-21
21/00578/B,Installation of a new window,White House Poortown Road St Johns Isle Of Man IM4 3NQ,PER,23-Jul-21
21/00579/B,Conversion of existing integral garage into additional living accommodation,Curlew House Garey Ramsey Isle Of Man IM7 2EH ,PER,01-Jul-21
21/00580/B,Installation of stainless steel flue for wood burning stove,38 Murrays Lake Drive Mount Murray Douglas Isle Of Man IM4 2HY,PER,19-Aug-21
21/00581/B,Installation of a heat pump,28 Pinehurst Avenue Douglas Isle Of Man IM2 1PJ ,PER,01-Jul-21
21/00582/B,"Installation of replacement windows to front and rear elevations, and replacement rear door.",Epworth 3 Church Road Port Erin Isle Of Man IM9 6AH,PER,16-Jul-21
21/00583/D,Installation of retractable awnings,24 - 26 Duke Street Douglas Isle Of Man IM1 2AY,PER,01-Jul-21
21/00584/B,Installation of replacement windows to front elevation,3 Hespera Terrace Lezayre Road Ramsey Isle Of Man IM8 2LX ,PER,27-Sep-21
21/00585/B,"Erection of a building to provide retail and office space, with associated access, parking, landscaping and drainage",Former Barry Curran And Farmers Combine Site West Quay Ramsey IM8 1DL,PER,06-Oct-21
21/00586/B,Installation of a replacement front door,54 Patrick Street Peel Isle Of Man IM5 1BS,PER,01-Jul-21
21/00587/B,Erection of a detached dwelling with associated detached garage,Hazeldene Orrisdale Kirk Michael Isle Of Man IM6 2HL ,PER,23-Sep-21
21/00588/CON,"Registered Building consent for internal works involving the removal of pews and concrete plinths, removal of tiled floor and installation of new floor, replacement of existing heating system with underfloor heating, remedial works to stained glass window",Sulby Methodist Church Main Road Sulby Isle Of Man IM7 2HP ,PER,05-Nov-21
21/00589/B,Construction of single storey extension to rear to dwelling to replace existing conservatory,37 Ballanard Road Douglas Isle Of Man IM2 5HB,PER,22-Jul-21
21/00590/B,"Installation of replacement windows, door, and air source heat pump",48 Michael Street Peel Isle Of Man IM5 1HD,PER,13-Aug-21
21/00591/B,Erection of a new refuse bin enclosure,Land Adjacent To Sub Station & South Of 11 Mill Street Castletown Isle Of Man IM9 1AG ,WDN,08-Jul-21
21/00592/B,Erection of a new refuse bin enclosure.,Corner Of The Crofts & Malew Street Malew Street Castletown Isle Of Man IM9 1LR ,PER,11-Aug-21
21/00593/B,Erection of a detached dwelling with attached garage,Rheast Mooar House Andreas Road Ramsey Isle Of Man IM8 3UA,PER,09-Sep-21
21/00594/B,Installation of replacement windows to front elevation,23 Christian Street Peel Isle Of Man IM5 1NW,PER,01-Jul-21
21/00595/B,Installation of a first floor balcony,The Courtyard Queens Road Port St. Mary Isle Of Man IM9 5EU,PER,20-Jul-21
21/00596/B,Erection of a radio antenna,17 Cooyrt Shellagh Ballasalla Isle Of Man IM9 2EU ,PER,07-Jul-21
21/00597/B,Erection of an extension to rear elevation,32 Hillcroft Douglas Isle Of Man IM2 7DR,PER,03-Aug-21
21/00599/B,Conversion of existing courtyard into outdoor dining area with and replacement of existing window with a door,La Mona Lisa Restaurant Deepdale Glen Road Laxey Isle Of Man IM4 7AB ,PER,11-Aug-21
21/00600/B,"Erection of five detached dwellings with associated garages, parking and external works",Land At Corner Of Premier Road And Mooragh Promenade Premier Road Ramsey Isle Of Man  ,WDN,06-Sep-21
21/00601/B,Erection of a detached shed / summer house,88 Governors Hill Douglas Isle Of Man IM2 7EU,PER,21-Jul-21
21/00602/B,Alterations and conversion of existing garage into additional living accommodation,Gorse Cottage Ballanard Road Abbeylands Isle Of Man IM4 5EA,PER,02-Sep-21
21/00603/B,Installation of one replacement window,23 Hutchinson Square The Waverley Guest House Douglas Isle Of Man IM2 4HP,PER,20-Jul-21
21/00604/B,Installation of a replacement 1st floor link walkway between the main Admin building and Art Block,University College Isle Of Man Homefield Road Douglas Isle Of Man IM2 6RB ,PER,14-Jul-21
21/00605/B,Formation of a new corridor from the Technology block to the Art Block at 2nd floor level over existing 1st floor corridor,University College Isle Of Man Homefield Road Douglas Isle Of Man IM2 6RB ,PER,14-Jul-21
21/00606/B,Erection of a first floor extension above existing garage to provide ancillary living accommodation,Jandakot Old Castletown Road Port Soderick Isle Of Man IM4 1BB,PER,21-Jul-21
21/00608/B,Alterations and erection of an extension to the rear elevation and installation of replacement windows and door to front elevation,50 Patrick Street Peel Isle Of Man IM5 1BS,PER,02-Aug-21
21/00609/CON,Registered Building consent for the demolition elements relating to PA 21/00608/B,50 Patrick Street Peel Isle Of Man IM5 1BS,PER,02-Aug-21
21/00610/B,Erection of an extension to dwelling,Ballaveare Old Castletown Road Port Soderick Isle Of Man IM4 1BB ,PER,14-Jul-21
21/00611/B,"Alterations, erection of rear extension and installation of dormer to rear elevation",61 Sunningdale Drive Onchan Isle Of Man IM3 1EJ,PER,23-Sep-21
21/00614/C,Additional use of dwelling as tourist accommodation,1 Ballakeyll Colby Isle Of Man IM9 4AY,PER,22-Jul-21
21/00615/B,Erection of rear ground floor extension and first floor extension above existing garage,1 Hawthorn Drive Ballawattleworth Peel Isle Of Man IM5 1WH ,PER,21-Jul-21
21/00616/B,Alterations and erection of extension (amendment to PA 20/01253/B),32 Laurys Avenue Ramsey Isle Of Man IM8 2HE,PER,02-Jul-21
21/00617/REM,"Reserved matters application for the erection of a detached garage addressing internal layout, drainage, design, means of access, landscaping, and external appearance (relating to PA 21/00226/A)",Fern Glen Groudle Road Onchan Isle Of Man IM3 2EZ ,PER,21-Jul-21
21/00618/B,Installation of two replacement doors,14 Albany Street Douglas Isle Of Man IM2 3LE,PER,20-Jul-21
21/00619/B,Alterations and erection of a double garage extension to rear elevation (retrospective),Ennerdale 22 Sartfell Road Douglas Isle Of Man IM2 3NB,PER,03-Aug-21
21/00621/C,Change of use of vacant site to a temporary car park,Land To The East Of Co Op Albert Road Ramsey Isle Of Man  ,REF,24-Aug-21
21/00622/C,Change of use of vacant site to a temporary car park,21 - 22 West Quay Ramsey Isle Of Man IM8 1DL ,REF,25-Aug-21
21/00623/B,Variation of condition 2 of PA 21/00102/C involving alterations to opening hours,Ground Floor B Court Row Chambers Court Row Ramsey Isle Of Man IM8 1AA ,PER,22-Jul-21
21/00624/C,Additional use of residential property as tourist accommodation,2 Bradda Place Maine Road Port Erin Isle Of Man IM9 6NL ,PER,10-Aug-21
21/00625/B,Proposed alterations to change flat roof to pitched and change kitchen window,Hendre Clenagh Road Sulby Isle Of Man IM7 3AB,PER,21-Jul-21
21/00626/MCH,Minor Changes application to PA 20/00069/B involving alterations,Land At The Junction Of May Hill And Glen Elfin Road Ramsey Isle Of Man  ,PER,10-Aug-21
21/00627/LAW,Certificate of Lawful Development for the installation of replacement windows and roof slates,10 Lower Dukes Road Douglas Isle Of Man IM2 4BJ,CLAWA,02-Jul-21
21/00628/B,Erection of wooden assault course equipment,Claughbane Plantation  Mountain Road Ramsey Isle Of Man,PER,21-Sep-21
21/00629/B,Alteration to widen existing vehicular entrances,Fields 211098 & 214091 Ballamoar Jurby Isle Of Man IM7 3AL,PER,06-Dec-21
21/00630/B,Erection of extension and replacement of garage door with a window,32 Cronk Y Berry Drive Douglas Isle Of Man IM2 6HL,PER,14-Jul-21
21/00631/B,Alterations and erection of a 2 storey extension to side elevation,56 Summerhill Road Onchan Isle Of Man IM3 1NF,REF,13-Aug-21
21/00632/B,Installation of replacement roof tiles,Dorian 33 Albany Road Douglas Isle Of Man IM2 3NE,PER,27-Jul-21
21/00633/B,Erection of a detached garage,No.5 Balnahow Farm Cottage Balnahow Farm Balnahowe Santon Isle Of Man IM4 1HN,REF,11-Aug-21
21/00634/C,"Additional use of fields for dog activity, additional use of barn as a dog play area and additional use of one stable to provide dog bathing and grooming","Fields 320538, 320539 & 320540 Rockville Main Road Crosby Isle Of Man IM4 2DW ",PER,25-Aug-21
21/00635/B,Alterations and erection of a replacement front porch,Brookfield Bank Main Road Foxdale Isle Of Man IM4 3EB,PER,22-Jul-21
21/00636/MCH,Minor Changes application to PA 16/00730/B involving alterations to position of dormer,Ebor Peveril Road Peel Isle Of Man IM5 1PW ,PER,10-Aug-21
21/00638/C,Additional use of residential apartments as tourist accommodation,Apartments 7 & 10 Eskdale Apartments Queens Drive West Ramsey Isle Of Man IM8 2JD,PER,22-Jul-21
21/00639/B,Erection of two storey rear extension to dwelling,Hillcroft Cranstal Bride Isle Of Man IM7 4BP ,PER,11-Aug-21
21/00640/MCH,Minor Change application to PA 19/00408/B involving alterations to glazed door and canopy and removal of a window,Peel GP Surgery Westlands Peel Isle Of Man IM5 1HU ,PER,02-Aug-21
21/00641/B,Erection of a replacement garage with car port,The Garth Claughbane Road Ramsey Isle Of Man IM8 2HL,PER,12-Aug-21
21/00642/B,Installation of replacement windows,5 Windsor Terrace Douglas Isle Of Man IM1 3LU,PER,16-Jul-21
21/00643/B,Installation of replacement windows to front and rear elevations,69 Malew Street Castletown Isle Of Man IM9 1LR,PER,22-Jul-21
21/00644/B,"Erection of replacement building to provide 5 industrial units and creation of associated parking, service road and vehicular access",Pennybridge Barn (former Riding School) & Field 234228 Main Road Kirk Michael Isle Of Man  ,PER,07-Sep-21
21/00646/B,Erection of a building to provide ground floor retail use and first and second floor residential use,Market Hill Plot College Street Ramsey Isle Of Man  ,REF,11-Aug-21
21/00647/B,Alteration to existing window opening and removal of an existing window for the creation of a doorway and window to North West elevation,46 Barrule Park Ramsey Isle Of Man IM8 2BR,PER,30-Jul-21
21/00648/B,Alteration to existing vehicular access and driveway,Braeriach 63 Port E Chee Avenue Douglas Isle Of Man IM2 5EU ,PER,29-Jul-21
21/00649/B,Variation of Condition 3 of previous approved PA17/00594/B to extend the period of approval for a further four years,Plot 1 Field 432503 Phildraw Road Ballasalla Isle Of Man  ,PER,10-Aug-21
21/00650/B,Variation of Condition 3 of previous approved PA17/00595/B to extend the period of approval for a further four years,Plot 2 Field 432503 Phildraw Road Ballasalla Isle Of Man  ,PER,10-Aug-21
21/00651/B,"Removal of four chimney stacks, installation of replacement roof tiles and replacement of existing steel balcony with a Juliet balcony to southwest elevation",Milngavie Croit E Caley Colby Isle Of Man IM9 4AP ,PER,29-Jul-21
21/00652/B,Erection of a two storey extension to southwest elevation,The Gatehouse Ballaleigh Road Kirk Michael Isle Of Man IM6 1HJ,PER,11-Aug-21
21/00653/B,Replacement of existing wooden fascias and soffits with uPVC equivalent and installation of replacement waterworks to front elevation,1 Marlborough Terrace Douglas Isle Of Man IM2 3QJ,PER,20-Jul-21
21/00654/C,Change of Use of the existing ground floor cafe/restaurant and adjacent garage/store to residential accommodation including tourist use and cold food kiosk,West View Shore Road Port Erin Isle Of Man IM9 6HL,PER,23-Sep-21
21/00655/C,Additional use of residence as a massage therapy business,The Spinney Dreemskerry Ramsey Isle Of Man IM7 1BF ,PER,13-Aug-21
21/00656/B,Erection of 2No mobile classrooms,Ballakermeen High School St Catherines Drive Douglas Isle Of Man IM1 4BE ,PER,23-Jul-21
21/00658/B,Erection of Public Toilets; seating area and canopy (amendment to PA 19/01008/B),Cronk Grianagh Park Adjacent To Existing Skateboard Park Strang Douglas Isle Of Man  ,PER,10-Aug-21
21/00659/B,Creation of painted mural on the side and front elevations of building,73 Parliament Street Ramsey Isle Of Man IM8 1AQ ,PER,11-Aug-21
21/00661/MCH,Minor Changes application to PA 20/00396/B involving changes to roof pitch of approved building,Carrick Sulby Glen Sulby Isle Of Man IM7 2AZ ,PER,08-Jul-21
21/00662/B,"Alteration to rear elevation to provide new windows, bi fold doors and roofing",The Lodge Balladoole Castletown Isle Of Man IM9 4PN ,PER,30-Jul-21
21/00663/B,Installation of a horse stable and a polytunnel,Field 314011 Lower Skerrisdale Farm Stockfield Road Kirk Michael Isle Of Man  ,PER,19-Aug-21
21/00665/B,Erection of a link extension from main dwelling to cottage,The Cronk Smeale Road Andreas Isle Of Man IM7 4JA,PER,10-Aug-21
21/00666/B,"Alterations, erection of detached equestrian building to provide stables and arena and erection of detached field shelter with associated hard standings",Fields 522650 & 522652 Hampton Court Quines Hill Port Soderick Isle Of Man IM4 1AZ,PER,20-Oct-21
21/00667/B,Erection of a single storey extension to detached pool building (as approved in PA 19/00426/B),17 Ballanard Woods Ballanard Road Douglas Isle Of Man IM2 5PQ ,PER,30-Jul-21
21/00668/B,Erection of extension to side elevation to replace existing conservatory,1 Mines Road Foxdale Isle Of Man IM4 3ET,PER,30-Jul-21
21/00669/B,Conversion of garage and storage room to provide ancillary living accommodation,33 Hope Street Castletown Isle Of Man IM9 1AP,PER,10-Aug-21
21/00670/MCH,Minor Changes application to PA 19/00176/B involving alterations to external apperance,Beach House Stanley Mount East Ramsey Isle Of Man IM8 1NP,SPLIT,10-Aug-21
21/00671/B,Erection of a single storey ground floor rear extension,9 Third Avenue Onchan Isle Of Man IM3 4LZ,PER,11-Aug-21
21/00672/B,Creation of a driveway and vehicular access,3 Bemahague Avenue Onchan Isle Of Man IM3 4AW,PER,13-Sep-21
21/00674/B,Variation of condition 1 of PA 16/00960/B to extend the period of approval by two years,Land At Ellan Vannin Laxey Road Baldrine Isle Of Man  ,PER,25-Aug-21
21/00675/B,Creation of decked area with associated doorway access from an existing window,12 Mount View Road Onchan Isle Of Man IM3 4BU,PER,11-Aug-21
21/00676/B,Removal of chimney stack and replacement of first floor window with patio doors,Marrinagh Ballajora Hill Ballajora Ramsey Isle Of Man IM7 1AZ,PER,10-Aug-21
21/00677/B,Installation of a flue,3 Ballakilley Lane Ballakilley Port St Mary Isle Of Man IM9 5NP ,PER,09-Sep-21
21/00678/B,Erection of single storey extension with roof terrace,9 Knock Rushen Scarlett Castletown Isle Of Man IM9 1TQ ,REF,05-Oct-21
21/00679/MCH,Minor Change application to PA 14/00931/B involving the installation of a BioDisc,Glentramman Abbey Glen Tramman Ramsey Isle Of Man IM7 2AR ,PER,25-Jun-21
21/00680/B,Erection of a detached storage building,Louisa House East Foxdale Road Foxdale Isle Of Man  ,REF,02-Aug-21
21/00681/B,Formation of a second floor balcony and installation of replacement balustrading,Albert Hotel Athol Street Port St. Mary Isle Of Man IM9 5DS,REF,25-Oct-21
21/00683/B,"Conversion of decommissioned generation station into storage building including re-roofing, installation of solar panels, and air source heat pump",Power Station Gardeners Lane Ramsey Isle Of Man IM8 2TF ,PER,17-Aug-21
