"SubUnit_Name","House_Number","House_Name","Street_Name","Locality","Town","Postcode","Parish"
"","","Dreeym","Upper Balladhoo","Baldrine Road","Baldrine","IM4 6EH","Lonan"
"Strip of land","","Dreeym","Upper Balladhoo","Baldrine Road","Baldrine","IM4 6EH","Lonan"
"","","Awin Oirr","Upper Ballastrooan","","Colby","IM9 4NR","Arbory"
"","","Harmony View","Upper Ballastrooan","","Colby","IM9 4NR","Arbory"
"","","Harmony View (Formerly Known As North Point)","Upper Ballastrooan","","Colby","IM9 4NR","Arbory"
""," 1-3","","Upper Church Street","","Douglas","IM1 1EE","Onchan"
"","","21 Acres","Upper Claughbane","","Maughold","","Maughold"
"","","Regent House","Upper Cronk Orry","","Laxey","IM4 7QR","Lonan"
"","","Seascapes","Upper Cronk Orry","","Laxey","IM4 7QR","Lonan"
"","","Windward House","Upper Cronk Orry","","Laxey","IM4 7QR","Lonan"
""," 7","","Upper Cronk Orry","","Laxey","IM4 7QR","Lonan"
""," 5","Cronk Ash","Upper Cronk Orry","Laxey","Lonan","IM4 7QR","Lonan"
"","","Injebreck","Upper Dukes Road","","Douglas","IM2 4AY","Onchan"
"","","Wilton","Upper Dukes Road","","Douglas","IM2 4AT","Onchan"
""," 12","","Upper Dukes Road","","Douglas","IM2 4BA","Onchan"
""," 13","","Upper Dukes Road","","Douglas","IM2 4BA","Onchan"
""," 14","","Upper Dukes Road","","Douglas","IM2 4BA","Onchan"
""," 15","","Upper Dukes Road","","Douglas","IM2 4AZ","Onchan"
""," 16","","Upper Dukes Road","","Douglas","IM2 4AZ","Onchan"
""," 19","","Upper Dukes Road","","Douglas","IM2 4AZ","Onchan"
""," 2","","Upper Dukes Road","","Douglas","IM2 4BA","Onchan"
""," 20","","Upper Dukes Road","","Douglas","IM2 4AZ","Onchan"
""," 21","","Upper Dukes Road","","Douglas","IM2 4AZ","Onchan"
""," 22","","Upper Dukes Road","","Douglas","IM2 4AZ","Onchan"
""," 24","","Upper Dukes Road","","Douglas","IM2 4AZ","Onchan"
""," 25","","Upper Dukes Road","","Douglas","IM2 4AZ","Onchan"
""," 27","Cumberland","Upper Dukes Road","","Douglas","IM2 4AZ","Onchan"
""," 28","The Big Top","Upper Dukes Road","","Douglas","IM2 4AZ","Onchan"
""," 28","The Elms","Upper Dukes Road","","Douglas","IM2 4AZ","Onchan"
""," 32","The Shellys","Upper Dukes Road","","Douglas","IM2 4AT","Onchan"
""," 33","","Upper Dukes Road","","Douglas","IM2 4AT","Onchan"
""," 37","Rowanberry","Upper Dukes Road","","Douglas","IM2 4AT","Onchan"
""," 4","","Upper Dukes Road","","Douglas","IM2 4BA","Onchan"
""," 5","","Upper Dukes Road","","Douglas","IM2 4BA","Onchan"
""," 5","Garage At Rear Of","Upper Dukes Road","","Douglas","IM2 4BA","Onchan"
""," 8","","Upper Dukes Road","","Douglas","IM2 4BA","Onchan"
"Arqiva Transmitter Site","","","Upper Nunnery Howe","Carnane Estate","Braddan","","Braddan"
"","","Appin Lodge","Upper Packhorse Lane","","Baldrine","IM4 6EA","Lonan"
"","","Aughton Lodge","Upper Packhorse Lane","","Baldrine","IM4 6EA","Lonan"
"","","York House","Upper Promenade","","Port Erin","IM9 6LA","Rushen"
"","","Electricity Sub Station","Upper Pulrose","","Douglas","","Braddan"
"","","Pulrose Police Station","Upper Pulrose","","Douglas","","Braddan"
"","","Newholme","Upper Rencell","","Laxey","IM4 7BW","Lonan"
"","","Croit- Kil-Vine","Upper Rencell Hill","","Laxey","IM4 7BN","Lonan"
"","","Fairholme","Upper Rencell Hill","","Laxey","IM4 7BU","Lonan"
"","","Hillside","Upper Rencell Hill","","Laxey","IM4 7BN","Lonan"
"","","Rencell Cottage","Upper Rencell Hill","","Laxey","IM4 7BN","Lonan"
"","","Roslyn","Upper Rencell Hill","","Laxey","IM4 7BW","Lonan"
"","","Thie'n Lhargee","Upper Rencell Hill","","Laxey","IM4 7BN","Lonan"
"","","Primrose Cottage","Upper Rencil Hill","","Laxey","IM4 7BN","Lonan"
"","","Balley Hallooin Urley Bane","Upper Rhenny Farm","Cornelly","Archallaghan","IM4 2HJ","German"
"","","The Old School House","Vanes Lane","Eairy","Foxdale","IM4 3HY","Marown"
"Land part of Hillside House","","","Vernon Road","","Ramsey","IM8 2EG","Maughold"
"","","7 Elfin Court","Vernon Road","","Ramsey","IM8 2HB","Maughold"
"FLAT 1","","Elfin Court","Vernon Road","","Ramsey","IM8 2HB","Maughold"
"FLAT 2","","Elfin Court","Vernon Road","","Ramsey","IM8 2HB","Maughold"
"FLAT 4","","Elfin Court","Vernon Road","","Ramsey","IM8 2HB","Maughold"
"Flat 3","","Elfin Court","Vernon Road","","Ramsey","IM8 2HB","Maughold"
"Flat 6","","Elfin Court","Vernon Road","","Ramsey","IM8 2HB","Maughold"
"Flats 1 and 3","","Elfin Court","Vernon Road","","Ramsey","IM8 2HB","Maughold"
"Garage 2","","Elfin Court","Vernon Road","","Ramsey","IM8 2HB","Maughold"
"","","Hillside House","Vernon Road","","Ramsey","IM8 2EG","Maughold"
"","","Ingleside","Vernon Road","","Ramsey","IM8 2EG","Maughold"
"","","Land Adjoining Verwood","Vernon Road","","Ramsey","IM8 2HB","Maughold"
"","","Sunny Orchard","Vernon Road","","Ramsey","IM8 2EG","Maughold"
"","","Vernon Cottage","Vernon Road","","Ramsey","IM8 2EG","Maughold"
"","","Verwood","Vernon Road","","Ramsey","IM8 2HB","Maughold"
""," 1","Hillside House","Vernon Road","","Ramsey","IM8 2EG","Maughold"
""," 9","","Vernon Road","","Ramsey","IM8 2EG","Maughold"
""," 1","","Vicarage Mews","","Douglas","IM2 2NR","Braddan"
""," 11","","Vicarage Mews","Farmhill","Douglas","IM2 2NR","Braddan"
""," 12","","Vicarage Mews","Farmhill","Douglas","IM2 2NR","Braddan"
""," 14","","Vicarage Mews","Farmhill","Douglas","IM2 2NR","Braddan"
""," 15","","Vicarage Mews","Farmhill","Douglas","IM2 2NR","Braddan"
""," 17","","Vicarage Mews","Farmhill","Douglas","IM2 2NR","Braddan"
""," 18","","Vicarage Mews","","Douglas","IM2 2NR","Braddan"
""," 19","","Vicarage Mews","Farmhill","Douglas","IM2 2NR","Braddan"
""," 21","","Vicarage Mews","Farmhill","Douglas","IM2 2NR","Braddan"
""," 22","","Vicarage Mews","Farmhill","Douglas","IM2 2NR","Braddan"
""," 3","","Vicarage Mews","Farmhill","Douglas","IM2 2NR","Braddan"
""," 4","","Vicarage Mews","Farmhill","Douglas","IM2 2NR","Braddan"
""," 5","","Vicarage Mews","Farmhill","Douglas","IM2 2NR","Braddan"
""," 8","","Vicarage Mews","Farmhill","Douglas","IM2 2NR","Braddan"
""," 9","","Vicarage Mews","Farmhill","Douglas","IM2 2NR","Braddan"
""," 2","","Vicarage Park","Douglas","Braddan","IM2 2QB","Braddan"
""," 20","","Vicarage Park","","Braddan","IM2 2QB","Braddan"
""," 22","","Vicarage Park","","Braddan","IM2 2QD","Braddan"
""," 32","Cooil Troghan","Vicarage Park","","Braddan","IM2 2QE","Braddan"
""," 10","","Vicarage Park","","Douglas","IM2 2QB","Braddan"
""," 15","","Vicarage Park","","Douglas","IM2 2QB","Braddan"
""," 18","","Vicarage Park","","Douglas","IM2 2QB","Braddan"
""," 23","","Vicarage Park","","Douglas","IM2 2QD","Braddan"
""," 23","The Maples","Vicarage Park","","Douglas","IM2 2QD","Braddan"
""," 28","","Vicarage Park","","Douglas","IM2 2QD","Braddan"
""," 3","","Vicarage Park","","Douglas","IM2 2QB","Braddan"
""," 38","","Vicarage Park","","Douglas","IM2 2QE","Braddan"
""," 41","","Vicarage Park","","Douglas","IM2 2QE","Braddan"
""," 44","","Vicarage Park","","Douglas","IM2 2QE","Braddan"
""," 5","","Vicarage Park","","Douglas","IM2 2QB","Braddan"
""," 7","","Vicarage Park","","Douglas","IM2 2QB","Braddan"
""," 8","","Vicarage Park","Saddlestone","Douglas","IM2 2QB","Braddan"
"","","Land Abutting","Vicarage Rise","Isle Of Man Business Park","Braddan","IM2","Braddan"
"","","A Parcel Of Land Abutting","Vicarage Road","","Braddan","","Braddan"
"","","The Old Vicarage","Vicarage Road","","Braddan","IM4 2AB","Braddan"
"","","Manderlay","Vicarage Road","","Douglas","IM2 2QG","Braddan"
"","","Moorcroft","Vicarage Road","","Douglas","IM2 2QF","Braddan"
"","","Nauvoo","Vicarage Road","","Douglas","IM2 2QF","Braddan"
"","","Rozanne","Vicarage Road","","Douglas","IM2 2QF","Braddan"
"","","Spring Lodge","Vicarage Road","","Douglas","IM2 2QF","Braddan"
"","","Waterfall House","Vicarage Road","","Douglas","IM2 2QF","Braddan"
"4 areas of Public Open Space","","Willowbrook Gardens Off","Vicarage Road","Farmhill","Douglas","","Braddan"
"","","Woodstock And Fairway","Vicarage Road","","Douglas","IM4 2QP","Braddan"
""," 1","","Victoria Avenue","","Douglas","IM2 4AP","Onchan"
""," 10","","Victoria Avenue","","Douglas","IM2 4AN","Onchan"
""," 11","","Victoria Avenue","","Douglas","IM2 4AP","Onchan"
""," 12","","Victoria Avenue","","Douglas","IM2 4AN","Onchan"
""," 16","","Victoria Avenue","","Douglas","IM2 4AN","Onchan"
""," 17","","Victoria Avenue","","Douglas","IM2 4AP","Onchan"
""," 18","","Victoria Avenue","","Douglas","IM2 4AN","Onchan"
""," 19","","Victoria Avenue","","Douglas","IM2 4AP","Onchan"
""," 2","","Victoria Avenue","","Douglas","IM2 4AN","Onchan"
""," 22","","Victoria Avenue","","Douglas","IM2 4AN","Onchan"
""," 27","","Victoria Avenue","","Douglas","IM2 4AP","Onchan"
""," 29","","Victoria Avenue","","Douglas","IM2 4AP","Onchan"
""," 3","","Victoria Avenue","","Douglas","IM2 4AP","Onchan"
""," 30","","Victoria Avenue","","Douglas","IM2 4AN","Onchan"
""," 31","","Victoria Avenue","","Douglas","IM2 4AP","Onchan"
""," 32","","Victoria Avenue","","Douglas","IM2 4AN","Onchan"
""," 33","","Victoria Avenue","","Douglas","IM2 4AP","Onchan"
""," 34","","Victoria Avenue","","Douglas","IM2 4AN","Onchan"
""," 35","","Victoria Avenue","","Douglas","IM2 4AP","Onchan"
""," 36","","Victoria Avenue","","Douglas","IM2 4AN","Onchan"
""," 38","","Victoria Avenue","","Douglas","IM2 4AN","Onchan"
""," 39","","Victoria Avenue","","Douglas","IM2 4AP","Onchan"
""," 41","","Victoria Avenue","","Douglas","IM2 4AP","Onchan"
""," 6","","Victoria Avenue","","Douglas","IM2 4AN","Onchan"
""," 7","","Victoria Avenue","","Douglas","IM2 4AP","Onchan"
""," 8","","Victoria Avenue","","Douglas","IM3 1BD","Onchan"
""," 9","","Victoria Avenue","","Douglas","IM2 4AP","Onchan"
""," 1","","Victoria Avenue","","Onchan","IM3 1BB","Onchan"
""," 10","","Victoria Avenue","","Onchan","IM3 1BD","Onchan"
""," 11","","Victoria Avenue","","Onchan","IM3 1BB","Onchan"
""," 14","","Victoria Avenue","","Onchan","IM3 1BD","Onchan"
""," 15 ","","Victoria Avenue","","Onchan","IM3 1BB","Onchan"
""," 18","","Victoria Avenue","","Onchan","IM3 1BD","Onchan"
""," 20","","Victoria Avenue","","Onchan","IM3 1BD","Onchan"
""," 21","","Victoria Avenue","","Onchan","IM3 1BB","Onchan"
""," 25","","Victoria Avenue","","Onchan","IM3 1BB","Onchan"
""," 28","","Victoria Avenue","","Onchan","IM3 1BD","Onchan"
""," 31","","Victoria Avenue","","Onchan","IM2 4AP","Onchan"
""," 7","","Victoria Avenue","","Onchan","IM3 1BB","Onchan"
""," 9","","Victoria Avenue","","Onchan","IM3 1BB","Onchan"
""," 4","","Victoria Buildings","Parliament Street","Ramsey","IM8 1AY","Maughold"
"Apartment 2","","The Hollows","Victoria Court, Victoria Road","","Douglas","IM2 4HJ","Onchan"
"","","Shared Garden And Reception Areas And Roof","Victoria Manor","Victoria Road","Douglas","IM2 6AQ","Onchan"
""," 1","","Victoria Manor","Victoria Road","Douglas","IM2 6AQ","Onchan"
"","","Car Parking Space No. 7","Victoria Park","Victoria Road","Douglas","IM2 4AG","Onchan"
"","","Garage","Victoria Place","","Douglas","IM2 4EU","Onchan"
""," 1","","Victoria Place","","Douglas","IM2 4ET","Onchan"
""," 11","Albert Cottage","Victoria Place","","Douglas","IM2 4ET","Onchan"
""," 12","","Victoria Place","","Douglas","IM2 4ET","Onchan"
""," 13","","Victoria Place","","Douglas","","Onchan"
""," 13","May Cottage","Victoria Place","","Douglas","IM2 4ET","Onchan"
""," 1A","Garage At","Victoria Place","","Douglas","IM2 4ET","Onchan"
""," 3","","Victoria Place","","Douglas","IM2 4ET","Onchan"
""," 4","","Victoria Place","","Douglas","IM2 4ET","Onchan"
""," 8","","Victoria Place","","Douglas","IM2 4ET","Onchan"
""," 9","","Victoria Place","","Douglas","IM2 4ET","Onchan"
"","","13 Brewery Wharf","Victoria Road","","Castletown","IM9 1EU","Malew"
"Shared area in relation to ","","15 Brewery Wharf","Victoria Road","","Castletown","IM9 1EU","Malew"
"","","16 Brewery Wharf","Victoria Road","","Castletown","IM9 1EN","Malew"
"Brewery Wharf","","24 And 24A ","Victoria Road","","Castletown","IM9 1EU","Malew"
"","","24 Brewery Wharf","Victoria Road","","Castletown","IM9 1EU","Malew"
"15","","Brewery Wharf","Victoria Road","","Castletown","IM9 1EU","Malew"
"Apartment 4","","Brewery Wharf","Victoria Road","","Castletown","IM9 2ES","Malew"
"Apartment 8","","Brewery Wharf","Victoria Road","","Castletown","IM9 1EU","Malew"
"FLAT 3","","Brewery Wharf","Victoria Road","","Castletown","IM9 1ES","Malew"
"Flat 11","","Brewery Wharf","Victoria Road","","Castletown","IM9 1ES","Malew"
"Flat 3","","Brewery Wharf","Victoria Road","","Castletown","IM9 1ES","Malew"
"Flat 7","","Brewery Wharf","Victoria Road","","Castletown","IM9 1ES","Malew"
"Roads and Footpaths","","Brewery Wharf","Victoria Road","","Castletown","","Malew"
"Flat 10","","Brewery Wharf And Parking Space","Victoria Road","","Castletown","IM9 1ES","Malew"
"","","Land At","Victoria Road","","Castletown","","Malew"
""," 1","","Victoria Road","","Castletown","IM9 1EP","Malew"
""," 15","","Victoria Road","","Castletown","IM9 1EN","Malew"
""," 19","Dunluce","Victoria Road","","Castletown","IM9 1EN","Malew"
""," 21","Maderia","Victoria Road","","Castletown","IM9 1EN","Malew"
""," 26","","Victoria Road","","Castletown","IM9 1EJ","Malew"
""," 3","","Victoria Road","","Castletown","IM9 1EP","Malew"
""," 34","","Victoria Road","","Castletown","IM9 1ED","Malew"
""," 40","Dreemlang","Victoria Road","","Castletown","IM9 1ED","Malew"
""," 42","","Victoria Road","","Castletown","IM9 1ED","Malew"
""," 48","","Victoria Road","","Castletown","IM9 1ED","Malew"
""," 5","","Victoria Road","","Castletown","IM9 1EP","Malew"
""," 50","Woodbury","Victoria Road","","Castletown","IM9 1ED","Malew"
""," 54","","Victoria Road","","Castletown","IM9 1ED","Malew"
""," 6","","Victoria Road","","Castletown","IM9 1EW","Malew"
""," 62","","Victoria Road","","Castletown","IM9 1ED","Malew"
""," 64","Belmar","Victoria Road","","Castletown","IM9 1ED","Malew"
""," 7","","Victoria Road","","Castletown","IM9 1EP","Malew"
""," 9","Parkgate House","Victoria Road","","Castletown","IM9 1EN","Malew"
"Garage off","","","Victoria Road","","Douglas","","Onchan"
"","","16 Victoria Gardens","Victoria Road","","Douglas","IM2 4BX","Onchan"
"","","Albrie House","Victoria Road","","Douglas","IM2 4AF","Onchan"
"","","Barnelles","Victoria Road","","Douglas","IM2 4AF","Onchan"
"","","Clerical Medical House","Victoria Road","","Douglas","IM99 1LT","Onchan"
"","","First Names House","Victoria Road","","Douglas","IM2 4DF","Onchan"
"Substation Site","","Former Glenside Site","Victoria Road","","Douglas","","Onchan"
"","","Glen Lyon","Victoria Road","","Douglas","IM2 4AF","Onchan"
"","","Glen Nook","Victoria Road","","Douglas","IM2 4AF","Onchan"
"","","International House","Victoria Road","","Douglas","IM2 4RB","Onchan"
"","","Land Adjoining Leyton","Victoria Road","","Douglas","IM2 6AQ","Onchan"
"","","Leyton","Victoria Road","","Douglas","IM2 6AQ","Onchan"
"","","Mount Pleasant","Victoria Road","","Douglas","IM2 4AF","Onchan"
"","","Parcel Of Land Off","Victoria Road","","Douglas","IM2 4RE","Onchan"
"","","Plot Of Land","Victoria Road","","Douglas","IM2 4HL","Onchan"
"","","Sea Court","Victoria Road","","Douglas","IM2 6AQ","Onchan"
"","","Sunnyside House","Victoria Road","","Douglas","IM2 6AH","Onchan"
"","","Supermarket Store And Car Park","Victoria Road","","Douglas","IM2 4RE","Onchan"
"Apartment 3","","The Hollows","Victoria Road","","Douglas","IM2 4HJ","Onchan"
"Apartment 4","","The Hollows","Victoria Road","","Douglas","IM2 4HJ","Onchan"
"Apartment 5","","The Hollows","Victoria Road","","Douglas","IM2 4HJ","Onchan"
"Apartment 6","","The Hollows","Victoria Road","","Douglas","IM2 6AQ","Onchan"
"Apartment 9","","The Hollows","Victoria Road","","Douglas","IM2 4HJ","Onchan"
"FLAT 2","","Victoria Court","Victoria Road","","Douglas","IM2 4HH","Onchan"
"FLAT 6","","Victoria Court","Victoria Road","","Douglas","IM2 4HH","Onchan"
"FLAT 8","","Victoria Court","Victoria Road","","Douglas","IM2 4HH","Onchan"
"Flat 3","","Victoria Court","Victoria Road","","Douglas","IM2 4HH","Onchan"
"Flat 7","","Victoria Court","Victoria Road","","Douglas","IM1 4HH","Onchan"
"16","","Victoria Gardens","Victoria Road","","Douglas","IM2 4BX","Onchan"
"APARTMENT 11","","Victoria Gardens","Victoria Road","","Douglas","IM2 4BX","Onchan"
"APARTMENT 17","","Victoria Gardens","Victoria Road","","Douglas","IM2 4BX","Onchan"
"Apartment 14","","Victoria Gardens","Victoria Road","","Douglas","IM2 4BX","Onchan"
"Apartment 15","","Victoria Gardens","Victoria Road","","Douglas","IM2 4BX","Onchan"
"Apartment 18","","Victoria Gardens","Victoria Road","","Douglas","IM2 4BX","Onchan"
"","","Victoria House Nursery And Centre For Early Learning","Victoria Road","","Douglas","IM2 4AJ","Onchan"
"3","","Victoria Manor","Victoria Road","","Douglas","IM2 6AQ","Onchan"
"Apartment 2","","Victoria Manor","Victoria Road","","Douglas","IM2 6AQ","Onchan"
"Common Areas at","","Victoria Manor","Victoria Road","","Douglas","IM2 6AQ","Onchan"
"Common areas at","","Victoria Manor","Victoria Road","","Douglas","IM2 6AQ","Onchan"
"FLAT3","","Victoria Manor","Victoria Road","","Douglas","IM2 6AQ","Onchan"
"APARTMENT 1","","Victoria Park","Victoria Road","","Douglas","IM2 4AG","Onchan"
"Apartment 4","","Victoria Park","Victoria Road","","Douglas","IM2 4AG","Onchan"
"Flat 8","","Victoria Park","Victoria Road","","Douglas","IM2 4AG","Onchan"
"Flat 9","","Victoria Park","Victoria Road","","Douglas","IM2 4AG","Onchan"
"GARAGE 2","","Victoria Park","Victoria Road","","Douglas","IM2 4AG","Onchan"
"Garage 4","","Victoria Park","Victoria Road","","Douglas","IM2 4AG","Onchan"
"Millenium House","","Victoria Road Business Park","Victoria Road","","Douglas","IM2 4RW","Onchan"
"","","Warwick House","Victoria Road","","Douglas","IM2 4AE","Onchan"
"","","West Hill","Victoria Road","","Douglas","IM2 6AQ","Onchan"
"","","White Lodge","Victoria Road","","Douglas","IM2 4HH","Onchan"
"","","Winerite Store","Victoria Road","","Douglas","IM2 4EZ","Onchan"
""," 1","","Victoria Road","","Douglas","IM2 4ER","Onchan"
""," 11","","Victoria Road","","Douglas","IM2 4EY","Onchan"
""," 15","","Victoria Road","","Douglas","IM2 4HF","Onchan"
""," 30","","Victoria Road","","Douglas","IM2 4HE","Onchan"
""," 32","","Victoria Road","","Douglas","IM2 4HE","Onchan"
""," 34","Greenland House","Victoria Road","","Douglas","IM2 4HE","Onchan"
""," 36","Carisbrooke House","Victoria Road","","Douglas","IM2 4HE","Onchan"
""," 38","","Victoria Road","","Douglas","IM2 4HE","Onchan"
""," 42","","Victoria Road","","Douglas","IM2 4HQ","Onchan"
""," 44","","Victoria Road","","Douglas","IM2 4HQ","Onchan"
""," 46-48","Anfield Manor Residential Care Home","Victoria Road","","Douglas","IM2 4HQ","Onchan"
""," 52","","Victoria Road","","Douglas","IM2 4HQ","Onchan"
""," 8","Elysee Court","Victoria Road","","Douglas","IM2 4ER","Onchan"
"","","Parcel Of Land","Victoria Road","","Foxdale","IM4 3HF","Patrick"
"","","The Old School House","Victoria Road","","Foxdale","IM4 3EX","Patrick"
"Apartment 1","","Kensington Apartments","Victoria Road","","Port St Mary","IM9 5AF","Rushen"
"","","Kensington House","Victoria Road","","Port St Mary","IM9 5AF","Rushen"
""," 13","Heatherfield","Victoria Road","","Port St Mary","IM9 5AF","Rushen"
""," 14","","Victoria Road","","Port St Mary","IM9 5AF","Rushen"
""," 15","","Victoria Road","","Port St Mary","IM9 5AF","Rushen"
""," 16","","Victoria Road","","Port St Mary","IM9 5AF","Rushen"
""," 16","One Third Share In The Forecourt","Victoria Road","","Port St Mary","IM9 5AF","Rushen"
""," 17","Fern Bank","Victoria Road","","Port St Mary","IM9 5AF","Rushen"
""," 2","","Victoria Road","","Port St Mary","IM9 5AF","Rushen"
""," 2","Garage And Workshop At Rear Of","Victoria Road","","Port St Mary","","Rushen"
"APARTMENT 2"," 4","Kensington Apartments","Victoria Road","","Port St Mary","IM9 5AF","Rushen"
"APARTMENT 3"," 4","Kensington Apartments","Victoria Road","","Port St Mary","IM9 5AF","Rushen"
"Apartment 1"," 4","Kensington Apartments","Victoria Road","","Port St Mary","IM9 5AF","Rushen"
""," 6","Lynwood","Victoria Road","","Port St Mary","IM9 5AF","Rushen"
""," 9","Avondale","Victoria Road","","Port St Mary","IM9 5AF","Rushen"
"","","Former Glenside Site","Victoria Road And Glencrutchery Road","","Douglas","","Onchan"
