Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,13/91172/B,"Installation of parking access and revenue control system, comprising two automatic number plate recognition cameras, a pay station, entry and exit terminals and two arm barriers",10-Dec-13,Planning Committee,St Pauls Square Car Park  St Pauls Square Ramsey Isle Of Man IM8 1LE 
Permitted,13/91173/B,Creation of a borehole and installation of pipe work to supply car washing facilities,15-Nov-13,Senior Planning Officer - South (SC),Station Garage Victoria Road Castletown Isle Of Man IM9 1EE
Permitted,13/91175/B,Alterations and extension to dwelling (comprising amendment to PA 13/00904/B),15-Nov-13,Senior Planning Officer - South (SC),23 The Park Onchan Isle Of Man IM3 1HP 
Permitted,13/91176/B,Removal of rear chimney stack,29-Nov-13,Senior Planning Officer - South (SC),Ballanagilly Stoney Road Douglas Isle Of Man IM2 5AL
Permitted,13/91177/B,Erection of a dwelling,15-Nov-13,Head of Development Management,Land Adjacent To 23 Close Famman   Close Famman Port Erin Isle Of Man  
Permitted,13/91179/B,Erection of decking on flat roof kitchen extension (retrospective) and proposed boundary fencing,04-Dec-13,Senior Planning Officer - South (SC),12 Gib Lane Peel Isle Of Man IM5 1PD
Permitted,13/91180/B,Erection of decking (retrospective),26-Nov-13,Senior Planning Officer - South (SC),30 Auldyn Walk Ramsey Isle Of Man IM8 2TN 
Permitted,13/91181/B,Erection of replacement porch,15-Nov-13,Senior Planning Officer - South (SC),Bun-Ry-Skyn Croit E Quill Road Laxey Isle Of Man IM4 7JH
Permitted,13/91182/B,"Erection of extension to rear elevation, including external stairs and roof light (Amendment to PA 13/00728/B)",15-Nov-13,Senior Planning Officer - South (SC),11 Poplar Terrace Douglas Isle Of Man IM2 4AR
Permitted,13/91183/B,Erection of an agricultural building,06-Dec-13,Head of Development Management,Braaid Farm Top Road Crosby Isle Of Man IM4 4HJ 
Permitted,13/91184/B,Alteration and extension to dwelling and amendments to existing driveway,04-Dec-13,Senior Planning Officer - South (SC),Aysgarth Fairy Cottage Laxey Isle Of Man IM4 7JP 
Permitted,13/91186/B,Restoration and extension to existing building to create a dwelling (comprising amendments to PA 11/00958/B),10-Dec-13,Planning Committee,Ballacotch Farm Cottage Braaid Isle Of Man IM4 2AP 
Refused,13/91187/B,Creation of a new vehicular access and section of access road and reinstatement of former access road to dwelling,15-Nov-13,Head of Development Management,Ballacotch Farm Cottage Braaid Isle Of Man IM4 2AP 
Permitted,13/91189/B,Conversion and extension of existing barn to a dwelling (Amendments to PA 09/02117/B),04-Dec-13,Senior Planning Officer - South (SC),Gollane Farm Clenagh Road Sandygate Ramsey Isle Of Man IM7 3AF 
Permitted,13/91192/B,Erection of a fire fighting equipment storage container,15-Nov-13,Senior Planning Officer - South (SC),Isle Of Man Fire & Rescue Service Fire Station Station Road Kirk Michael Isle Of Man IM6 1AE
Permitted,13/91195/B,Erection of a first storey extension to provide an en-suite bathroom to dwelling,15-Nov-13,Senior Planning Officer - South (SC),Mount Auldyn House Jurby Road Ramsey Isle Of Man IM8 3PF
Permitted,13/91199/B,Removal of a chimney stack,21-Nov-13,Head of Development Management,9 Furman Road Onchan Isle Of Man IM3 1BS
Permitted,13/91200/B,Erection of a garage extension to dwelling (Retrospective),29-Nov-13,Head of Development Management,1 Swales Terrace Vernon Road Ramsey Isle Of Man IM8 2HA
Permitted,13/91201/B,Installation of replacement bow window to front elevation,15-Nov-13,Head of Development Management,2 Douglas Road Ballabeg Castletown Isle Of Man IM9 4EG
Permitted,13/91202/B,Erection of an agricultural building and access track,09-Dec-13,Head of Development Management,Field 510585 Oatlands Farm Oatlands Road Santon Isle Of Man  
Permitted,13/91203/B,Siting of a container (Retrospective),04-Dec-13,Senior Planning Officer - South (SC),41 Groudle Road Onchan Isle Of Man IM3 2EF
Permitted,13/91204/B,"Alterations, erection of an extension and replacement porch and installation of replacement windows to dwelling",26-Nov-13,Planning Committee,Top House Ballakilpheric Road Colby Isle Of Man IM9 4AB
Permitted,13/91205/B,Removal of chimney stacks,04-Dec-13,Senior Planning Officer - South (SC),"3 & 5 Greeba Road 43, 45, 67, 69, 95 & 97 Keppel Road 1, 3, 45, 47, 64 & 66 Snaefell Road 52, 54, 56, 58, 60, 62, 64 & 66 Willaston Road 13 & 15 Conister Road Willaston Douglas Isle Of Man"
Refused,13/91207/B,"Alterations, erection of extension and installation of replacement windows (Amendments to PA 12/01357/B) and creation of a balcony area above existing garage",23-Dec-13,Planning Committee,46 Sea Cliff Road Onchan Isle Of Man IM3 2JD
Permitted,13/91208/B,Alterations and erection of a replacement garage to dwelling,29-Nov-13,Senior Planning Officer - South (SC),Lingague Farm Cottage Ballakilpheric Road Colby Isle Of Man IM9 4BR
Permitted,13/91211/C,Change of use from marine engineering and commercial plant/vehicle agency to an industrial unit,21-Nov-13,Head of Development Management,Falcon Auto Centre Ronaldsway Industrial Estate Ronaldsway Ballasalla Isle Of Man  
Application Withdrawn,13/91212/B,"Construction of a lychgate along Derby Road to form new pedestrian entrance, which incorporates facilities for a relocated bus shelter",12-Dec-13,Department Application,Land At St German's Cathedral Derby Road Peel Isle Of Man  
Permitted,13/91214/B,Installation of bi-folding doors to rear elevation of dwelling,18-Nov-13,Head of Development Management,26 Cronk Drean Douglas Isle Of Man IM2 6AU
Permitted,13/91215/B,Erection of a dormer bathroom to rear elevation of dwelling,21-Nov-13,Head of Development Management,113 Wybourn View Onchan Isle Of Man IM3 4AZ
Permitted,13/91218/B,Demolition of existing rear outlet and erection of a single storey ground floor extension and formation of new door and window to side elevation,22-Nov-13,Senior Planning Officer - South (SC),Mountford Eleanora Drive Douglas Isle Of Man IM2 3NN
Permitted,13/91219/C,Temporary change of use from school grounds to camping in connection with TT Races for the dates 28th May to 8th June 2014,10-Dec-13,Planning Committee,Ballakermeen High School St Catherines Drive Douglas Isle Of Man IM1 4BE 
Permitted,13/91220/C,Removal of agricultural worker's occupancy condition from dwelling,19-Dec-13,Planning Committee,Three Acres Ballafreer Lane Union Mills Isle Of Man IM4 4AS
Permitted,13/91221/B,Erection of a replacement dwelling (comprising amendment to PA 13/00005/B),20-Dec-13,Planning Committee,Mill House Dogmills Ramsey Isle Of Man IM7 4AD 
Permitted,13/91223/B,Alterations and extension to dwelling,18-Nov-13,Senior Planning Officer - South (SC),Cummal Coar 5 Croit E Cubbon Colby Isle Of Man IM9 4NN
Permitted,13/91224/B,Erection of two detached tourist units and alterations to vehicular access,26-Nov-13,Planning Committee,Lilybank Kionslieu Hill Foxdale Isle Of Man IM4 3HB
Permitted,13/91225/B,Erection of conservatory,22-Nov-13,Senior Planning Officer - South (SC),Broughjairg Farm Station Road Ballaugh Isle Of Man IM7 5AL
Permitted,13/91228/B,"Replacement windows to control stair tower, replacement lobby to press centre, new reception and access ramp to press centre",29-Nov-13,Senior Planning Officer - South (SC),Grandstand Glencrutchery Road Douglas Isle Of Man IM2 6DA
Refused,13/91229/B,Erection of a conservatory on first floor flat roof rear extension (retrospective),18-Nov-13,Senior Planning Officer - South (SC),5 Michael Street Peel Isle Of Man IM5 1HA 
Permitted,13/91232/B,"Extension of residential curtilage to provide off street parking with associated block paving and landscaping works, widening vehicular access, construction of sod hedges and perimeter fencing",10-Dec-13,Planning Committee,1 Blackwood Cottages Ballamona Road Ballaugh Isle Of Man IM7 5BE
Permitted,13/91233/B,Erection of single storey extension to rear elevation (comprising amendments to PA 13/00772/B ),04-Dec-13,Senior Planning Officer - South (SC),Thie Ny Chibbyr Lezayre Road Ramsey Isle Of Man IM8 2TD
Permitted,13/91235/B,Erection of fence adjacent to garage (retrospective),04-Dec-13,Head of Development Management,2 Cronk Y Thatcher Colby Isle Of Man IM9 4LN
Permitted,13/91236/B,Erection of car port to side elevation,29-Nov-13,Senior Planning Officer - South (SC),The Long House Lag Birragh Drive Onchan Isle Of Man IM3 2JW
Refused,13/91237/B,Alterations and extension to dwelling,10-Dec-13,Head of Development Management,Skerrisdale Stockfield Road Kirk Michael Isle Of Man IM6 1HP
Permitted,13/91239/B,Erection of a two storey extension to side elevation,04-Dec-13,Senior Planning Officer - South (SC),The Coach House Westminster Drive Douglas Isle Of Man IM1 4EH 
Permitted,13/91240/B,Alterations and extensions to dwelling,04-Dec-13,Senior Planning Officer - South (SC),16 Groudle View Onchan Isle Of Man IM3 2EY 
Permitted,13/91241/B,Erection of a replacement conservatory with room below,29-Nov-13,Senior Planning Officer - South (SC),Chinook Ballagorry Drive Glen Mona Ramsey Isle Of Man IM7 1HE
Permitted,13/91243/B,Alterations and extensions to dwelling (comprising amendment to PA 12/01646/B),29-Nov-13,Senior Planning Officer - South (SC),2 Cooil Farrane Douglas Isle Of Man IM2 1NX
Permitted,13/91245/B,Creation of 75 car park spaces and erection of covered walkway,26-Nov-13,Head of Development Management,Mount Murray Hotel  Ballacutchel Road Mount Murray Douglas Isle Of Man IM4 2HT
Permitted,13/91250/B,Removal of existing monopitch roof and replacement with a slate double pitched roof,29-Nov-13,Senior Planning Officer - South (SC),Store To Rear Of 50 Malew Street Castletown Isle Of Man IM9 1AF
Permitted,13/91252/B,Installation of a door and window side panel to create an enclosed front porch to dwelling,04-Dec-13,Senior Planning Officer - South (SC),119 Royal Avenue Onchan Isle Of Man IM3 1LD
Permitted,13/91253/B,Erection of replacement roof over garage and timber cladding to external walls (retrospective),29-Nov-13,Senior Planning Officer - South (SC),Braeside Glen Road Laxey Isle Of Man IM4 7AH
Permitted,13/91255/A,Approval in principle for erection of two 5 bedroom linked residential units for adults with learning disabilities,10-Dec-13,Planning Committee,Land Adjacent To Leece Lodge Cottages Strang Douglas Isle Of Man  
Permitted,13/91260/C,Change of use of existing tourist accommodation to residential accommodation,26-Nov-13,Head of Development Management,Barn Cottage Bibaloe Beg Road Onchan Isle Of Man IM4 5AD 
Permitted,13/91262/B,Erection of ground floor extension to dwelling,26-Nov-13,Head of Development Management,Ballaglea House Corlea Road Ballasalla Isle Of Man IM9 3BA
Permitted,13/91263/B,Conversion of redundant barns to provide three self contained holiday flats and communal games room with associated parking,19-Dec-13,Planning Committee,Orrisdale Farm Orrisdale Road Ballasalla Isle Of Man IM9 3AE
Permitted,13/91265/B,"Alterations to dwelling including installation of solar panels, roof lantern and garage store room window amendment",04-Dec-13,Senior Planning Officer - South (SC),Ballamoar Earystane Colby Isle Of Man IM9 4HN 
Permitted,13/91268/B,Replace existing conservatory roof with light weight roof tiles,02-Dec-13,Senior Planning Officer - South (SC),22 Erin Way Port Erin Isle Of Man IM9 6EF 
Permitted,13/91269/B,Alterations to access to rear of dwelling (retrospective),02-Dec-13,Senior Planning Officer - South (SC),8 Close Cubbon Peel Isle Of Man IM5 1NS
Permitted,13/91271/B,Erection of a linked extension to dwelling to provide ancillary living accommodation,16-Dec-13,Director Delegation,The Rheast  Rheast Road Santon Isle Of Man IM4 2HR 
Permitted,13/91274/B,Construction of a stone track and widening of roadside field entrance,10-Dec-13,Head of Development Management,Field 414399 Fleshwick Road Surby Port Erin Isle Of Man  
Application Withdrawn,13/91276/B,Demolition of existing dwelling with attached outbuilding and erection of a replacement dwelling,05-Dec-13,Withdrawn,Corvalley Howe Road Port St. Mary Isle Of Man IM9 5PR 
Permitted,13/91277/B,Alterations and extension to dwelling,02-Dec-13,Senior Planning Officer - South (SC),Heathfield Cottage Phildraw Road Ballasalla Isle Of Man IM9 3EH
Permitted,13/91278/B,"Demolition of rear outlet, rendering of external walls and alteration to position of window",23-Dec-13,Director Delegation,Close E Cleator Andreas Road St Judes Isle Of Man IM7 2EP
Permitted,13/91280/B,Alterations and erection of a two storey extension to dwelling,05-Dec-13,Senior Planning Officer - South (SC),22 Whitebridge Road Onchan Isle Of Man IM3 4HS
Permitted,13/91281/B,Alterations and extension of existing canopy to form a smoking shelter,05-Dec-13,Senior Planning Officer - South (SC),Pinewood Complex Laburnum Road Douglas Isle Of Man IM2 1DE 
Permitted,13/91282/B,Erection of sun room extension to rear elevation,10-Dec-13,Head of Development Management,25 Erin Way Port Erin Isle Of Man IM9 6EF 
Permitted,13/91288/B,Installation of a replacement window to dwelling,16-Dec-13,Director Delegation,The Haven Little Switzerland Douglas Isle Of Man IM2 6AE
Permitted,13/91291/B,"Alterations, erection of a detached garden room and provision of a handrail to front steps",16-Dec-13,Director Delegation,Old School House Cronkbourne Douglas Isle Of Man IM4 4QH 
Permitted,13/91295/B,Replace existing conservatory roof with light weight roof tiles,12-Dec-13,Senior Planning Officer - South (SC),4 Murrays Lake Grove Mount Murray Douglas Isle Of Man IM4 2GY
Permitted,13/91296/B,Installation of replacement windows to front elevation,12-Dec-13,Senior Planning Officer - South (SC),5 Church Road Onchan Isle Of Man IM3 1BF
Permitted,13/91297/B,Installation of replacement front door and fanlight,12-Dec-13,Senior Planning Officer - South (SC),38 Stanley Road Peel Isle Of Man IM5 1NY
Permitted,13/91298/B,Alterations and erection of an extension to dwelling,19-Dec-13,Director Delegation,9 Romney Wynd Ramsey Isle Of Man IM8 3NJ
Permitted,13/91301/B,Installation of replacement windows and door to dwelling,16-Dec-13,Director Delegation,5 Springfield Terrace Castletown Isle Of Man IM9 1AW
